"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.topic_1","Answer.topic_2","Answer.topic_3","Answer.topic_4","Approve","Reject"
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","3AAPLD8UCD8S792SRGM80C7S4Z8TH1","A1FG2G9TZSDN","Approved","Fri Apr 12 13:33:18 PDT 2019","Fri Apr 12 13:35:19 PDT 2019","Mon Apr 15 13:35:19 PDT 2019","2019-04-15 20:36:02 UTC","","","121","100% (1/1)","100% (1/1)","0% (0/0)","playing the harp","playing the hammered dulcimer","Celtic Music","Gardening"
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","3AAPLD8UCD8S792SRGM80C7S5ZWTHQ","A2W23CKL885N8S","Approved","Wed Apr 17 22:37:46 PDT 2019","Wed Apr 17 22:38:17 PDT 2019","Sat Apr 20 22:38:17 PDT 2019","2019-04-21 05:39:02 UTC","","","31","100% (1/1)","100% (1/1)","0% (0/0)","cooking","softball","pool","literature"
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","3AMYWKA6YCDWXSD3ZG959BCFWMVO6B","A2GZOO8PSCFFCI","Approved","Sat Apr 13 17:01:35 PDT 2019","Sat Apr 13 17:02:14 PDT 2019","Tue Apr 16 17:02:14 PDT 2019","2019-04-17 00:03:04 UTC","","","39","100% (1/1)","100% (1/1)","0% (0/0)","HTML5 Programming","CSS Programming","Wordpress Programming","Cryptocurrency"
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","3AMYWKA6YCDWXSD3ZG959BCFZMK6OL","A31RK835X88JG7","Submitted","Sun Apr 28 18:27:21 PDT 2019","Sun Apr 28 18:29:30 PDT 2019","Wed May 01 18:29:30 PDT 2019","","","","129","100% (1/1)","100% (1/1)","100% (1/1)","Sexual Health","Nutrition","Resume Writing","Grammar and Punctuation in the English Language"
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","3AWETUDC93JOPGMB3QTBMC9OQGPIZW","A2KM76DTOSO3SI","Approved","Thu Apr 18 18:05:03 PDT 2019","Thu Apr 18 18:06:58 PDT 2019","Sun Apr 21 18:06:58 PDT 2019","2019-04-22 01:07:02 UTC","","","115","100% (1/1)","100% (1/1)","0% (0/0)","Cooking","Tennis","Golf","Painting"
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","3AWETUDC93JOPGMB3QTBMC9OSO7ZID","A321UTTHJSC5PO","Approved","Wed Apr 24 13:01:31 PDT 2019","Wed Apr 24 13:03:32 PDT 2019","Sat Apr 27 13:03:32 PDT 2019","2019-04-27 20:04:05 UTC","","","121","100% (1/1)","100% (1/1)","100% (1/1)","Banking Institutions and their products","Stock Market","",""
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","3AZHRG4CU5BCXSY2ET9WC74DSZN03J","A1KBVSD51H73BV","Submitted","Mon Apr 29 15:17:05 PDT 2019","Mon Apr 29 15:18:52 PDT 2019","Thu May 02 15:18:52 PDT 2019","","","","107","100% (1/1)","100% (1/1)","100% (1/1)","Wild and Domestic Animals","Natural Herbal Homeopathic Remedies","Eco Friendly Green Earth Shopping","Healthy Eating"
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","3B2X28YI3X6CEYOUVB4J3RCGPMD6BO","A3DFQO7K9WZATR","Approved","Sat Apr 13 11:25:41 PDT 2019","Sat Apr 13 11:39:20 PDT 2019","Tue Apr 16 11:39:20 PDT 2019","2019-04-16 18:40:04 UTC","","","819","100% (1/1)","100% (1/1)","0% (0/0)","bitcoin","share market","cricket","science"
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","3B2X28YI3X6CEYOUVB4J3RCGPNS6B5","A79JWYXJ8RDLP","Approved","Sat Apr 13 13:36:17 PDT 2019","Sat Apr 13 13:36:46 PDT 2019","Tue Apr 16 13:36:46 PDT 2019","2019-04-16 20:37:05 UTC","","","29","100% (1/1)","100% (1/1)","0% (0/0)","Financial Investing","5D painting","Chocolate chip cookies","Cats"
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","3BGYGHDBBYBU8K5XPGZ5CLS0GYA22O","A3LHDMQQGPWJKO","Approved","Wed Apr 17 04:25:25 PDT 2019","Wed Apr 17 04:26:25 PDT 2019","Sat Apr 20 04:26:25 PDT 2019","2019-04-20 11:27:02 UTC","","","60","100% (1/1)","100% (1/1)","0% (0/0)","Blending Essential Oils","Creating a financial aid award package for college students","Baking","Vegan Living"
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","3BWI6RSP7H0TP1EJOCB1ADIXNMUE7Z","A37J98S8URPBA3","Approved","Fri Apr 12 13:43:12 PDT 2019","Fri Apr 12 13:43:48 PDT 2019","Mon Apr 15 13:43:48 PDT 2019","2019-04-15 20:44:02 UTC","","","36","100% (1/1)","100% (1/1)","0% (0/0)","quilting","cooking","baking","cleaning house"
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","3BWI6RSP7H0TP1EJOCB1ADIXQUP7E6","A2XTBKBLAGY24C","Submitted","Sun Apr 28 13:06:40 PDT 2019","Sun Apr 28 13:07:31 PDT 2019","Wed May 01 13:07:31 PDT 2019","","","","51","100% (1/1)","100% (1/1)","100% (1/1)","Drumming","Hiking the Adirondack mountains in New York.","Investing.","Gut health."
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","3BWI6RSP7H0TP1EJOCB1ADIXR30E77","A3Q7NCO7LXEABB","Submitted","Mon Apr 29 17:10:01 PDT 2019","Mon Apr 29 17:13:38 PDT 2019","Thu May 02 17:13:38 PDT 2019","","","","217","0% (0/0)","0% (0/0)","100% (0/0)","DIY Projects such as painting, drawing, and creating/buidling things","Marketing in Business","Cooking","World Cup (Soccer)"
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","3BXQMRHWK0PTZ0ISIISVXD1Q45UMUM","A2M4QB5T835AW1","Approved","Sat Apr 13 03:36:57 PDT 2019","Sat Apr 13 04:18:40 PDT 2019","Tue Apr 16 04:18:40 PDT 2019","2019-04-16 11:19:06 UTC","","","2503","100% (1/1)","100% (1/1)","0% (0/0)","Art history","art","how to make quiche",""
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","3C2NJ6JBKB8QX6UQBZXP49VYTQ32ND","A3ENLIC1SKPJTD","Approved","Thu Apr 25 22:15:19 PDT 2019","Thu Apr 25 22:17:27 PDT 2019","Sun Apr 28 22:17:27 PDT 2019","2019-04-29 05:18:06 UTC","","","128","100% (1/1)","100% (1/1)","100% (1/1)","real estate sales","mortgage loan origination","science fiction",""
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","3C44YUNSI2GD314JO3UY4HRXND2DPX","A1BFJF091QROT1","Approved","Sat Apr 13 14:55:32 PDT 2019","Sat Apr 13 14:56:31 PDT 2019","Tue Apr 16 14:56:31 PDT 2019","2019-04-16 21:57:05 UTC","","","59","100% (1/1)","100% (1/1)","0% (0/0)","Anatomy & Physiology","Writing/Grammar","History","Healthy Foods"
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","3C6FJU71TRKTTH761LG6R8OXDH9UYP","A2AUMGW4F3G1OF","Approved","Sat Apr 13 10:57:50 PDT 2019","Sat Apr 13 10:59:04 PDT 2019","Tue Apr 16 10:59:04 PDT 2019","2019-04-16 17:59:09 UTC","","","74","100% (1/1)","100% (1/1)","0% (0/0)","Vocabulary","Video games","History",""
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","3CCZ6YKWR8AX719JS8GIKF3Q87F95G","A2IPLNZ9SMN8MK","Approved","Thu Apr 25 05:52:15 PDT 2019","Thu Apr 25 05:52:50 PDT 2019","Sun Apr 28 05:52:50 PDT 2019","2019-04-28 12:53:05 UTC","","","35","100% (1/1)","100% (1/1)","100% (1/1)","firearms","american football","basketball","history"
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","3CFJTT4SXUH556G5KV1SVSGPJV3I7E","A3A68M3FQ7ZAZ9","Submitted","Mon Apr 29 13:00:17 PDT 2019","Mon Apr 29 13:01:02 PDT 2019","Thu May 02 13:01:02 PDT 2019","","","","45","100% (1/1)","100% (1/1)","100% (1/1)","Soccer","Baseball","Football","Basketball"
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","3CFVK00FWMCOR7A6MOTDHU8L1MQL61","A3EP2KEAFBOINV","Approved","Sun Apr 14 18:28:10 PDT 2019","Sun Apr 14 18:29:06 PDT 2019","Wed Apr 17 18:29:06 PDT 2019","2019-04-18 01:29:10 UTC","","","56","100% (1/1)","100% (1/1)","0% (0/0)","Housecat behavior and care","Pet-safe cleaning products","History of Pepperoni Rolls","Color theory"
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","3CN4LGXD5YFUCJDRMFPOE4Q3FU9Y4B","A39L881UM8VHQ7","Approved","Wed Apr 17 12:49:30 PDT 2019","Wed Apr 17 12:50:21 PDT 2019","Sat Apr 20 12:50:21 PDT 2019","2019-04-20 19:51:02 UTC","","","51","100% (1/1)","100% (1/1)","0% (0/0)","Video Games","Investing","Politics",""
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","3CN4LGXD5YFUCJDRMFPOE4Q3HBQY4S","A1KCC93NOV6TH2","Approved","Wed Apr 24 12:04:16 PDT 2019","Wed Apr 24 12:05:19 PDT 2019","Sat Apr 27 12:05:19 PDT 2019","2019-04-27 19:06:05 UTC","","","63","100% (1/1)","100% (1/1)","100% (1/1)","Kayak Fishing","BMW performance tuning","Auto Racing","Gardening"
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","3CP1TO84PUSM7HOK7Z13ASVC09552Y","A1PO6HSU1CP6SA","Approved","Wed Apr 17 08:02:32 PDT 2019","Wed Apr 17 08:03:00 PDT 2019","Sat Apr 20 08:03:00 PDT 2019","2019-04-20 15:03:12 UTC","","","28","100% (1/1)","100% (1/1)","0% (0/0)","American Politics","Seoul, South Korea Travel","",""
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","3CTOC39K38H10H0B2DMS7TVPSTE7JZ","AW9EDKKC3T76Q","Approved","Fri Apr 12 12:50:34 PDT 2019","Fri Apr 12 12:52:11 PDT 2019","Mon Apr 15 12:52:11 PDT 2019","2019-04-15 19:53:02 UTC","","","97","100% (1/1)","100% (1/1)","0% (0/0)","The Bible","Flatearth","Secret societies","False flags"
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","3CTOC39K38H10H0B2DMS7TVPV7EJ76","A366F2Y84KRT5H","Submitted","Mon Apr 29 07:29:39 PDT 2019","Mon Apr 29 07:31:17 PDT 2019","Thu May 02 07:31:17 PDT 2019","","","","98","0% (0/0)","0% (0/0)","0% (0/0)","College Football","True Crime in the United States","Color Guard","Pennsylvania State University"
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","3D4CH1LGEBKVNYY394Z9OCUFYBX9GS","AVL6DK4A5CHFX","Approved","Wed Apr 24 20:34:32 PDT 2019","Wed Apr 24 20:35:32 PDT 2019","Sat Apr 27 20:35:32 PDT 2019","2019-04-28 03:36:05 UTC","","","60","100% (1/1)","100% (1/1)","100% (1/1)","Plants and animals","Paranormal","UFOs","art"
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","3D8YOU6S9FBRAXX0V2LE8H44FTUU6C","A2UK6SLUS8P0H2","Approved","Wed Apr 17 04:08:52 PDT 2019","Wed Apr 17 04:10:26 PDT 2019","Sat Apr 20 04:10:26 PDT 2019","2019-04-20 11:11:02 UTC","","","94","100% (1/1)","100% (1/1)","0% (0/0)","Geology","Soil Mechanics","Hard rock and metal","Gaming"
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","3DBQWDE4Y7PIW3DDTIZN2GYABRM5NP","A32THHUO4OHU9S","Approved","Mon Apr 15 12:57:25 PDT 2019","Mon Apr 15 12:58:23 PDT 2019","Thu Apr 18 12:58:23 PDT 2019","2019-04-18 19:59:02 UTC","","","58","100% (1/1)","100% (1/1)","0% (0/0)","Dental Hygiene","Dental Assisting","",""
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","3DHE4R9OCX2KNED4OVKUEPM1PQ8G2V","A1FQGRDHTO68SY","Approved","Fri Apr 12 23:54:36 PDT 2019","Fri Apr 12 23:57:35 PDT 2019","Mon Apr 15 23:57:35 PDT 2019","2019-04-16 06:58:06 UTC","","","179","100% (1/1)","100% (1/1)","0% (0/0)","basket ball","cricket","hockey","football"
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","3DI28L7YXB5FEFZHZWUS93RKN0VE16","A16MLQ6MT4PB0Y","Approved","Fri Apr 26 20:03:31 PDT 2019","Fri Apr 26 20:04:29 PDT 2019","Mon Apr 29 20:04:29 PDT 2019","","","","58","100% (1/1)","100% (1/1)","100% (1/1)","General Psychology","Makeup application","Serial killers facts and information","Animals and their behaviors/needs"
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","3DI28L7YXB5FEFZHZWUS93RKND61EU","AH7I3K3OJKA5L","Submitted","Mon Apr 29 05:55:41 PDT 2019","Mon Apr 29 05:56:20 PDT 2019","Thu May 02 05:56:20 PDT 2019","","","","39","100% (1/1)","100% (1/1)","100% (1/1)","DEAN KOONTZ BOOKS","SOCCER","",""
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","3DIP6YHAPDJXPFJ2YH37ODESZAZ8EO","A2O1L12JTOWF32","Approved","Thu Apr 18 10:21:08 PDT 2019","Thu Apr 18 10:21:47 PDT 2019","Sun Apr 21 10:21:47 PDT 2019","2019-04-21 17:22:02 UTC","","","39","100% (1/1)","100% (1/1)","0% (0/0)","bsketball","politics","grilling","cars"
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","3DQQ64TANHCCC74A5YZOW5GIX04WP2","A250XXRJTSMSEN","Approved","Wed Apr 24 13:21:20 PDT 2019","Wed Apr 24 13:22:54 PDT 2019","Sat Apr 27 13:22:54 PDT 2019","2019-04-27 20:23:07 UTC","","","94","100% (1/1)","100% (1/1)","100% (1/1)","Photography","Golf","Fitness","US Politics"
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","3DR23U6WE65GNZBQ1FE2F9AFFSOETZ","A2IBTYRQIZX1N6","Submitted","Sun Apr 28 18:20:02 PDT 2019","Sun Apr 28 18:21:15 PDT 2019","Wed May 01 18:21:15 PDT 2019","","","","73","0% (0/0)","0% (0/0)","0% (0/0)","The Beatles","Lord of the Rings","Marvel Comics","James Bond"
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","3DY4FPOOA2FK9VKKSGYHFYXJPRTRVG","A3JTXLFLZSGJP4","Approved","Wed Apr 17 12:59:13 PDT 2019","Wed Apr 17 12:59:55 PDT 2019","Sat Apr 20 12:59:55 PDT 2019","2019-04-20 20:00:03 UTC","","","42","100% (1/1)","100% (1/1)","0% (0/0)","crochet","sewing","budgeting","gardening"
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","3E1QT0TDFQ095KLOU0TY9SCKQ4QI8S","A1EOPEG6RHXO1V","Approved","Sat Apr 13 01:11:30 PDT 2019","Sat Apr 13 01:14:42 PDT 2019","Tue Apr 16 01:14:42 PDT 2019","2019-04-16 08:15:08 UTC","","","192","100% (17/17)","100% (17/17)","100% (16/16)","Portuguese Hawaiian Genealogy","Vegan cooking","Dog Training","MLB Baseball"
"3H6W48L9F4GAQN6GFWUM8LKVNO1WPM","3PCDMC3F65SCD7JJHVLDY7J0H612X3","List Topics you are Knowledgeable About","List the top 4 topics that you are familiar with","knowledge, topics, survey","$0.01","Fri Apr 12 12:44:10 PDT 2019","500","BatchId:3605249;OriginalHitTemplateId:928390855;","3600","259200","Tue Apr 30 12:01:56 PDT 2019","","","3E1QT0TDFQ095KLOU0TY9SCKSDQ8I2","AVPUNWXD9KN2J","Approved","Wed Apr 24 10:05:05 PDT 2019","Wed Apr 24 10:05:39 PDT 2019","Sat Apr 27 10:05:39 PDT 2019","2019-04-27 17:06:05 UTC","","","34","100% (1/1)","100% (1/1)","100% (1/1)","giraffes","photography","photography","depeche mode"
